mean,CI2.5,CI97.5,sd,n_eff,rhat,trial,condition,repo,comorbidity,Var1,Var2
0.37,0.13,0.589,0.118,3485.53,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.24,-0.15,0.591,0.191,2739.95,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.42,0.188,0.629,0.115,2499.26,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Arthritis : Pain,Arthritis,Pain
0.29,-0.029,0.581,0.155,2028.16,1.001,DIA3002,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.32,0.04,0.576,0.138,2487.65,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Anxiety : Pain,Anxiety,Pain
-0.18,-0.666,0.338,0.265,1581.06,1.001,DIA3002,Diabetes_Mellitus_Type_2,YODA,Asthma : Pain,Asthma,Pain
-0.32,-0.715,0.11,0.214,802.96,1.004,DIA3002,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.02,-0.304,0.346,0.169,1747.02,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Anxiety : Arthritis,Anxiety,Arthritis
-0.37,-0.839,0.211,0.272,1310.77,1.001,DIA3002,Diabetes_Mellitus_Type_2,YODA,Arthritis : Asthma,Arthritis,Asthma
0.03,-0.359,0.415,0.202,1174.96,1.002,DIA3002,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.2,-0.303,0.644,0.244,2292.91,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.37,-0.07,0.739,0.208,2530.95,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Anxiety : Asthma,Anxiety,Asthma
0.03,-0.11,0.169,0.071,2005.73,1,DIA3006,Diabetes_Mellitus_Type_2,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.1,-0.041,0.237,0.071,2334.91,1,DIA3006,Diabetes_Mellitus_Type_2,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.18,0.017,0.348,0.085,1516.92,1.001,DIA3006,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.27,0.078,0.443,0.092,1933.06,1,DIA3006,Diabetes_Mellitus_Type_2,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.15,-0.077,0.368,0.114,1827.98,1.001,DIA3006,Diabetes_Mellitus_Type_2,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.17,-0.012,0.342,0.09,1219.35,1.001,DIA3006,Diabetes_Mellitus_Type_2,YODA,Arthritis : Pain,Arthritis,Pain
0.28,0.084,0.47,0.1,1040.45,1.004,DIA3006,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.4,0.198,0.572,0.097,1631.52,1.002,DIA3006,Diabetes_Mellitus_Type_2,YODA,Anxiety : Pain,Anxiety,Pain
0.08,-0.209,0.372,0.149,1220.53,1.002,DIA3006,Diabetes_Mellitus_Type_2,YODA,Asthma : Pain,Asthma,Pain
-0.51,-0.81,-0.132,0.178,243.49,1.004,DIA3006,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.13,-0.101,0.366,0.12,931.9,1.003,DIA3006,Diabetes_Mellitus_Type_2,YODA,Anxiety : Arthritis,Anxiety,Arthritis
-0.06,-0.368,0.25,0.158,897.01,0.999,DIA3006,Diabetes_Mellitus_Type_2,YODA,Arthritis : Asthma,Arthritis,Asthma
0.31,0.067,0.528,0.121,1089.86,1,DIA3006,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.07,-0.277,0.388,0.172,847.76,1.003,DIA3006,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.34,0.039,0.606,0.145,1600.43,1,DIA3006,Diabetes_Mellitus_Type_2,YODA,Anxiety : Asthma,Anxiety,Asthma
0.01,-0.11,0.132,0.062,1629.94,1.002,DIA3009,Diabetes_Mellitus_Type_2,YODA,Cardiovascular : Pain,Cardiovascular,Pain
-0.03,-0.15,0.093,0.062,1624.36,1.001,DIA3009,Diabetes_Mellitus_Type_2,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.26,0.129,0.388,0.066,1668.99,1.002,DIA3009,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.23,0.085,0.368,0.074,1548.08,0.999,DIA3009,Diabetes_Mellitus_Type_2,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.12,-0.077,0.314,0.1,1917.26,1.001,DIA3009,Diabetes_Mellitus_Type_2,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.42,0.296,0.541,0.063,1144.41,1,DIA3009,Diabetes_Mellitus_Type_2,YODA,Arthritis : Pain,Arthritis,Pain
0.14,-0.027,0.301,0.086,727.47,1.005,DIA3009,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.38,0.228,0.528,0.077,1389.79,1.003,DIA3009,Diabetes_Mellitus_Type_2,YODA,Anxiety : Pain,Anxiety,Pain
0.2,-0.042,0.428,0.121,1062.64,1.001,DIA3009,Diabetes_Mellitus_Type_2,YODA,Asthma : Pain,Asthma,Pain
-0.34,-0.543,-0.131,0.106,393.69,1.007,DIA3009,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.3,0.129,0.45,0.083,1089.5,1.004,DIA3009,Diabetes_Mellitus_Type_2,YODA,Anxiety : Arthritis,Anxiety,Arthritis
0.09,-0.159,0.341,0.126,865.85,1.001,DIA3009,Diabetes_Mellitus_Type_2,YODA,Arthritis : Asthma,Arthritis,Asthma
0.4,0.232,0.555,0.083,1165.15,1.001,DIA3009,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.17,-0.074,0.41,0.124,1146.54,1.001,DIA3009,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.31,0.048,0.541,0.125,879.41,1.002,DIA3009,Diabetes_Mellitus_Type_2,YODA,Anxiety : Asthma,Anxiety,Asthma
0.04,-0.145,0.234,0.096,3261.41,1,DIA3010,Diabetes_Mellitus_Type_2,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.01,-0.198,0.208,0.104,3502.42,1,DIA3010,Diabetes_Mellitus_Type_2,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.4,0.199,0.582,0.099,2524.23,1,DIA3010,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.22,0.01,0.413,0.105,2611.14,1,DIA3010,Diabetes_Mellitus_Type_2,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.13,-0.159,0.409,0.143,2849.57,1.001,DIA3010,Diabetes_Mellitus_Type_2,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.24,0.007,0.466,0.121,1959.82,1,DIA3010,Diabetes_Mellitus_Type_2,YODA,Arthritis : Pain,Arthritis,Pain
0.04,-0.244,0.323,0.147,1524.84,1.001,DIA3010,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.15,-0.129,0.408,0.137,1502.6,1,DIA3010,Diabetes_Mellitus_Type_2,YODA,Anxiety : Pain,Anxiety,Pain
0.15,-0.206,0.473,0.174,2072.36,1.001,DIA3010,Diabetes_Mellitus_Type_2,YODA,Asthma : Pain,Asthma,Pain
-0.39,-0.752,0.011,0.205,427.5,1.008,DIA3010,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.24,-0.025,0.491,0.134,1439.78,1,DIA3010,Diabetes_Mellitus_Type_2,YODA,Anxiety : Arthritis,Anxiety,Arthritis
0.09,-0.287,0.434,0.185,1808.57,1.002,DIA3010,Diabetes_Mellitus_Type_2,YODA,Arthritis : Asthma,Arthritis,Asthma
0.38,0.115,0.622,0.129,1898.81,1,DIA3010,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.23,-0.133,0.56,0.18,1371.45,1,DIA3010,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.22,-0.165,0.567,0.187,1837.18,1.003,DIA3010,Diabetes_Mellitus_Type_2,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.04,-0.254,0.19,0.114,2050.48,1,DIA3012,Diabetes_Mellitus_Type_2,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.1,-0.111,0.298,0.107,2174.1,1,DIA3012,Diabetes_Mellitus_Type_2,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.16,-0.148,0.468,0.158,1728.94,1,DIA3012,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.04,-0.209,0.288,0.126,1805.31,1.001,DIA3012,Diabetes_Mellitus_Type_2,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.1,-0.22,0.414,0.164,1674.17,1.004,DIA3012,Diabetes_Mellitus_Type_2,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.47,0.242,0.654,0.105,1456.75,1.004,DIA3012,Diabetes_Mellitus_Type_2,YODA,Arthritis : Pain,Arthritis,Pain
0.01,-0.377,0.38,0.195,1329.56,1.002,DIA3012,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.39,0.14,0.614,0.123,1266.34,1.004,DIA3012,Diabetes_Mellitus_Type_2,YODA,Anxiety : Pain,Anxiety,Pain
-0.3,-0.751,0.184,0.249,541.02,1.005,DIA3012,Diabetes_Mellitus_Type_2,YODA,Asthma : Pain,Asthma,Pain
-0.35,-0.78,0.118,0.238,714.4,1.006,DIA3012,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.15,-0.126,0.409,0.139,1430.28,1.001,DIA3012,Diabetes_Mellitus_Type_2,YODA,Anxiety : Arthritis,Anxiety,Arthritis
0,-0.38,0.37,0.194,1187.99,1,DIA3012,Diabetes_Mellitus_Type_2,YODA,Arthritis : Asthma,Arthritis,Asthma
0.06,-0.336,0.464,0.206,737.01,1.001,DIA3012,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.22,-0.77,0.389,0.303,489.07,1.006,DIA3012,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.12,-0.319,0.517,0.215,1476.53,1.001,DIA3012,Diabetes_Mellitus_Type_2,YODA,Anxiety : Asthma,Anxiety,Asthma
0.05,-0.148,0.24,0.096,1968.85,0.999,DIA3015,Diabetes_Mellitus_Type_2,YODA,Cardiovascular : Pain,Cardiovascular,Pain
-0.12,-0.292,0.055,0.089,1922.87,1.001,DIA3015,Diabetes_Mellitus_Type_2,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.24,0.053,0.416,0.093,1625.84,1,DIA3015,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.34,0.137,0.535,0.102,1782.19,1.001,DIA3015,Diabetes_Mellitus_Type_2,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.32,0.02,0.583,0.146,1648.93,1.001,DIA3015,Diabetes_Mellitus_Type_2,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.34,0.125,0.527,0.102,1064.97,1.002,DIA3015,Diabetes_Mellitus_Type_2,YODA,Arthritis : Pain,Arthritis,Pain
-0.04,-0.301,0.223,0.134,804.2,1.002,DIA3015,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.3,0.059,0.525,0.121,1332.48,1.001,DIA3015,Diabetes_Mellitus_Type_2,YODA,Anxiety : Pain,Anxiety,Pain
0.33,0.027,0.603,0.149,1758.43,1,DIA3015,Diabetes_Mellitus_Type_2,YODA,Asthma : Pain,Asthma,Pain
-0.57,-0.871,-0.189,0.184,221,1.011,DIA3015,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.26,0.018,0.492,0.121,1097.87,1,DIA3015,Diabetes_Mellitus_Type_2,YODA,Anxiety : Arthritis,Anxiety,Arthritis
0.13,-0.21,0.455,0.171,881.28,1.002,DIA3015,Diabetes_Mellitus_Type_2,YODA,Arthritis : Asthma,Arthritis,Asthma
0.13,-0.148,0.393,0.139,1034.06,1.001,DIA3015,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.05,-0.331,0.416,0.191,898.47,1.004,DIA3015,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.31,-0.013,0.617,0.16,2182.12,1.002,DIA3015,Diabetes_Mellitus_Type_2,YODA,Anxiety : Asthma,Anxiety,Asthma
0.16,0.021,0.311,0.074,2725.21,0.999,GAL-ALZ-302,Dementia_any,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.13,-0.028,0.292,0.081,2861.93,1,GAL-ALZ-302,Dementia_any,YODA,Anxiety : Pain,Anxiety,Pain
0.06,-0.11,0.215,0.084,2857.01,1.001,GAL-ALZ-302,Dementia_any,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.28,0.055,0.476,0.107,2499.92,1,GAL-ALZ-302,Dementia_any,YODA,Arthritis : Pain,Arthritis,Pain
-0.03,-0.295,0.236,0.136,2231.14,0.999,GAL-ALZ-302,Dementia_any,YODA,Osteoporosis : Pain,Osteoporosis,Pain
0.07,-0.089,0.232,0.082,3035.61,0.999,GAL-ALZ-302,Dementia_any,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.18,0.004,0.333,0.084,2572.79,0.999,GAL-ALZ-302,Dementia_any,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.1,-0.32,0.126,0.113,2308.06,1,GAL-ALZ-302,Dementia_any,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
-0.32,-0.557,-0.053,0.126,1902.3,0.999,GAL-ALZ-302,Dementia_any,YODA,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0.05,-0.127,0.221,0.091,2502.58,1.001,GAL-ALZ-302,Dementia_any,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.06,-0.169,0.284,0.121,1924.38,1.001,GAL-ALZ-302,Dementia_any,YODA,Anxiety : Arthritis,Anxiety,Arthritis
-0.22,-0.459,0.05,0.131,2156.33,1.001,GAL-ALZ-302,Dementia_any,YODA,Anxiety : Osteoporosis,Anxiety,Osteoporosis
-0.62,-0.901,-0.276,0.167,447.29,1.001,GAL-ALZ-302,Dementia_any,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.07,-0.217,0.346,0.143,1861.16,1.002,GAL-ALZ-302,Dementia_any,YODA,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
-0.32,-0.741,0.135,0.23,450.96,1.005,GAL-ALZ-302,Dementia_any,YODA,Arthritis : Osteoporosis,Arthritis,Osteoporosis
-0.08,-0.196,0.043,0.061,3032.63,1,Gal-Int-11_24m,Dementia_any,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.1,-0.03,0.238,0.068,3293.94,1,Gal-Int-11_24m,Dementia_any,YODA,Anxiety : Pain,Anxiety,Pain
0.17,0.015,0.315,0.077,2878.83,0.999,Gal-Int-11_24m,Dementia_any,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.18,0.049,0.303,0.064,2485.84,1.001,Gal-Int-11_24m,Dementia_any,YODA,Arthritis : Pain,Arthritis,Pain
-0.16,-0.344,0.035,0.096,2616.45,0.999,Gal-Int-11_24m,Dementia_any,YODA,Osteoporosis : Pain,Osteoporosis,Pain
-0.07,-0.188,0.05,0.06,4107.66,0.999,Gal-Int-11_24m,Dementia_any,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.02,-0.112,0.153,0.069,3397.42,1,Gal-Int-11_24m,Dementia_any,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.02,-0.13,0.099,0.059,3401.33,1,Gal-Int-11_24m,Dementia_any,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
-0.14,-0.298,0.03,0.084,3523.77,1,Gal-Int-11_24m,Dementia_any,YODA,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0.09,-0.059,0.234,0.076,3319.75,1,Gal-Int-11_24m,Dementia_any,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.03,-0.097,0.158,0.065,2859.06,1.001,Gal-Int-11_24m,Dementia_any,YODA,Anxiety : Arthritis,Anxiety,Arthritis
-0.07,-0.259,0.116,0.095,2860.51,1,Gal-Int-11_24m,Dementia_any,YODA,Anxiety : Osteoporosis,Anxiety,Osteoporosis
-0.46,-0.607,-0.296,0.079,1000.08,1,Gal-Int-11_24m,Dementia_any,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.19,-0.01,0.384,0.1,2016.29,1.003,Gal-Int-11_24m,Dementia_any,YODA,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.12,-0.053,0.297,0.09,2685.63,1,Gal-Int-11_24m,Dementia_any,YODA,Arthritis : Osteoporosis,Arthritis,Osteoporosis
-0.07,-0.192,0.046,0.061,2464.54,0.999,Gal-Int-18_24m,Dementia_any,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.05,-0.074,0.175,0.064,2857.3,1.001,Gal-Int-18_24m,Dementia_any,YODA,Anxiety : Pain,Anxiety,Pain
0.06,-0.084,0.21,0.075,2424.78,1,Gal-Int-18_24m,Dementia_any,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.29,0.159,0.406,0.062,1735.27,1.002,Gal-Int-18_24m,Dementia_any,YODA,Arthritis : Pain,Arthritis,Pain
-0.07,-0.236,0.107,0.088,2440.97,1,Gal-Int-18_24m,Dementia_any,YODA,Osteoporosis : Pain,Osteoporosis,Pain
0.01,-0.097,0.116,0.053,4251.24,1,Gal-Int-18_24m,Dementia_any,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.01,-0.118,0.134,0.064,4192.85,1,Gal-Int-18_24m,Dementia_any,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.18,-0.284,-0.067,0.055,2542.6,1,Gal-Int-18_24m,Dementia_any,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.05,-0.098,0.191,0.073,3880.4,1,Gal-Int-18_24m,Dementia_any,YODA,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0.05,-0.08,0.176,0.067,2498.65,1,Gal-Int-18_24m,Dementia_any,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.05,-0.164,0.068,0.059,2004.75,1,Gal-Int-18_24m,Dementia_any,YODA,Anxiety : Arthritis,Anxiety,Arthritis
-0.05,-0.205,0.102,0.078,3341.02,1,Gal-Int-18_24m,Dementia_any,YODA,Anxiety : Osteoporosis,Anxiety,Osteoporosis
-0.64,-0.774,-0.486,0.074,401.57,1.01,Gal-Int-18_24m,Dementia_any,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0,-0.182,0.188,0.096,1662.15,1,Gal-Int-18_24m,Dementia_any,YODA,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.01,-0.153,0.165,0.081,2270.75,1.001,Gal-Int-18_24m,Dementia_any,YODA,Arthritis : Osteoporosis,Arthritis,Osteoporosis
0.16,-0.254,0.551,0.205,3316.89,1,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.15,-0.19,0.473,0.172,3307.73,1,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
-0.21,-0.791,0.371,0.303,2909.16,1,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.34,-0.792,0.175,0.251,2167.05,1,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0,-0.721,0.698,0.386,4940.2,1,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
-0.08,-0.728,0.549,0.337,941.72,1.005,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Arthritis : Pain,Arthritis,Pain
-0.03,-0.737,0.67,0.374,2369.87,0.999,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Pain,Acid-related disease,Pain
-0.11,-0.747,0.514,0.335,1282.55,1.002,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Anxiety : Pain,Anxiety,Pain
0,-0.69,0.697,0.371,4388.27,0.999,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Asthma : Pain,Asthma,Pain
-0.05,-0.724,0.61,0.356,3148.88,0.999,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
-0.06,-0.711,0.572,0.346,1464.06,1.002,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Anxiety : Arthritis,Anxiety,Arthritis
0.01,-0.685,0.719,0.378,4766.69,0.999,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Arthritis : Asthma,Arthritis,Asthma
0.07,-0.646,0.737,0.369,1563.27,1,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0,-0.706,0.699,0.376,2943.42,1,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0,-0.685,0.695,0.372,3448.6,1,28431754DIA3014,Diabetes_Mellitus_Type_2,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.13,-0.319,0.064,0.098,1768.79,1.001,DIA3005,Diabetes_Mellitus_Type_2,YODA,Cardiovascular : Pain,Cardiovascular,Pain
-0.24,-0.415,-0.056,0.091,1764.36,0.999,DIA3005,Diabetes_Mellitus_Type_2,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.09,-0.153,0.317,0.12,1688.4,1,DIA3005,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.09,-0.173,0.348,0.132,1502.45,1,DIA3005,Diabetes_Mellitus_Type_2,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.19,-0.151,0.501,0.164,1503.12,1,DIA3005,Diabetes_Mellitus_Type_2,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.28,0.09,0.465,0.098,1253.69,1,DIA3005,Diabetes_Mellitus_Type_2,YODA,Arthritis : Pain,Arthritis,Pain
0.03,-0.235,0.291,0.139,1291.44,1.001,DIA3005,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.15,-0.134,0.421,0.143,1383.43,1.001,DIA3005,Diabetes_Mellitus_Type_2,YODA,Anxiety : Pain,Anxiety,Pain
-0.43,-0.864,0.088,0.255,563.91,1.001,DIA3005,Diabetes_Mellitus_Type_2,YODA,Asthma : Pain,Asthma,Pain
-0.47,-0.839,-0.103,0.189,440.32,1.006,DIA3005,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.08,-0.191,0.349,0.138,1286.36,1,DIA3005,Diabetes_Mellitus_Type_2,YODA,Anxiety : Arthritis,Anxiety,Arthritis
-0.36,-0.788,0.103,0.233,729.17,1.003,DIA3005,Diabetes_Mellitus_Type_2,YODA,Arthritis : Asthma,Arthritis,Asthma
-0.35,-0.797,0.124,0.244,292.1,1.013,DIA3005,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.06,-0.574,0.413,0.254,795.66,1.005,DIA3005,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
-0.18,-0.724,0.343,0.277,680.78,1.002,DIA3005,Diabetes_Mellitus_Type_2,YODA,Anxiety : Asthma,Anxiety,Asthma
