condition_sought,level_name,term,drug_defined_label
thyroid_disorders,llt_name,Post surgical hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Postsurgical hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Pretibial myxedema,Thyroid disorders
thyroid_disorders,llt_name,Pretibial myxoedema,Thyroid disorders
thyroid_disorders,pt_name,Primary hyperthyroidism,Thyroid disorders
thyroid_disorders,pt_name,Primary hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Proptosis,Thyroid disorders
thyroid_disorders,llt_name,Pulsating exophthalmos,Thyroid disorders
thyroid_disorders,pt_name,Secondary hyperthyroidism,Thyroid disorders
thyroid_disorders,pt_name,Secondary hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Subclinical hyperthyroidism,Thyroid disorders
thyroid_disorders,llt_name,Subclinical hypothyroidism,Thyroid disorders
thyroid_disorders,pt_name,Tertiary hypothyroidism,Thyroid disorders
thyroid_disorders,llt_name,Thyroid activity decreased,Thyroid disorders
thyroid_disorders,llt_name,Thyroid adenoma toxic,Thyroid disorders
thyroid_disorders,llt_name,Thyroid associated orbitopathy,Thyroid disorders
thyroid_disorders,pt_name,Thyroid atrophy,Thyroid disorders
thyroid_disorders,llt_name,Thyroid atrophy NOS,Thyroid disorders
thyroid_disorders,llt_name,Thyroid crisis,Thyroid disorders
thyroid_disorders,pt_name,Thyroid dermatopathy,Thyroid disorders
thyroid_disorders,llt_name,Thyroid function decreased,Thyroid disorders
thyroid_disorders,llt_name,Thyroid hypoplasia,Thyroid disorders
thyroid_disorders,llt_name,Thyroid nodule (toxic),Thyroid disorders
thyroid_disorders,pt_name,Thyroid stimulating hormone deficiency,Thyroid disorders
thyroid_disorders,llt_name,Thyroid storm,Thyroid disorders
thyroid_disorders,pt_name,Thyroid tuberculosis,Thyroid disorders
thyroid_disorders,pt_name,Thyrotoxic cardiomyopathy,Thyroid disorders
thyroid_disorders,pt_name,Thyrotoxic crisis,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxic exophthalmos,Thyroid disorders
thyroid_disorders,pt_name,Thyrotoxic periodic paralysis,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis aggravated,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis from ectopic thyroid nodule,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis from ectopic thyroid nodule with mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis from ectopic thyroid nodule without mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis of other specified origin,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis of other specified origin without mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis with goiter,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis with goitre,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis with or without goiter,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis with or without goitre,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis without goiter,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis without goitre,Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis without mention of goiter or other cause,Thyroid disorders
thyroid_disorders,llt_name,"Thyrotoxicosis without mention of goiter or other cause, and w/o ment of thyrotoxic crisis or storm",Thyroid disorders
thyroid_disorders,llt_name,"Thyrotoxicosis without mention of goiter or other cause, with mention of thyrotoxic crisis or storm",Thyroid disorders
thyroid_disorders,llt_name,Thyrotoxicosis without mention of goitre or other cause,Thyroid disorders
thyroid_disorders,llt_name,Thyrotrophin deficiency,Thyroid disorders
thyroid_disorders,llt_name,Thyrotropin deficiency,Thyroid disorders
thyroid_disorders,llt_name,Toxic diffuse goiter,Thyroid disorders
thyroid_disorders,llt_name,Toxic diffuse goiter with mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Toxic diffuse goiter without mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Toxic diffuse goitre,Thyroid disorders
thyroid_disorders,llt_name,Toxic diffuse goitre with mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Toxic goiter,Thyroid disorders
thyroid_disorders,pt_name,Toxic goitre,Thyroid disorders
thyroid_disorders,llt_name,Toxic multinodular goiter,Thyroid disorders
thyroid_disorders,llt_name,Toxic multinodular goiter with mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Toxic multinodular goiter without mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Toxic multinodular goitre,Thyroid disorders
thyroid_disorders,llt_name,Toxic nodular goiter,Thyroid disorders
thyroid_disorders,llt_name,"Toxic nodular goiter, unspecified type",Thyroid disorders
thyroid_disorders,llt_name,"Toxic nodular goiter, unspecified type, with mention of thyrotoxic crisis or storm",Thyroid disorders
thyroid_disorders,llt_name,"Toxic nodular goiter, unspecified type, without mention of thyrotoxic crisis or storm",Thyroid disorders
thyroid_disorders,pt_name,Toxic nodular goitre,Thyroid disorders
thyroid_disorders,llt_name,"Toxic nodular goitre, unspecified",Thyroid disorders
thyroid_disorders,llt_name,"Toxic nodular goitre, unspecified type",Thyroid disorders
thyroid_disorders,llt_name,Toxic uninodular goiter,Thyroid disorders
thyroid_disorders,llt_name,Toxic uninodular goiter with mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Toxic uninodular goiter without mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,llt_name,Toxic uninodular goitre,Thyroid disorders
thyroid_disorders,llt_name,Toxic uninodular goitre without mention of thyrotoxic crisis or storm,Thyroid disorders
thyroid_disorders,pt_name,Transient hypothyroxinaemia of prematurity,Thyroid disorders
thyroid_disorders,llt_name,Transient hypothyroxinemia of prematurity,Thyroid disorders
thyroid_disorders,llt_name,Tuberculosis of thyroid gland,Thyroid disorders
thyroid_disorders,llt_name,"Tuberculosis of thyroid gland, bacteriological or histological examination not done",Thyroid disorders
thyroid_disorders,llt_name,"Tuberculosis of thyroid gland, bacteriological or histological examination unknown (at present)",Thyroid disorders
thyroid_disorders,llt_name,"Tuberculosis of thyroid gland, confirmed by animal inoculation",Thyroid disorders
thyroid_disorders,llt_name,"Tuberculosis of thyroid gland, confirmed by bacterial culture",Thyroid disorders
thyroid_disorders,llt_name,"Tuberculosis of thyroid gland, confirmed histologically",Thyroid disorders
thyroid_disorders,llt_name,"Tuberculosis of thyroid gland, tubercle bacilli found (in sputum) by microscopy",Thyroid disorders
thyroid_disorders,llt_name,"Tuberculosis of thyroid gland, unspecified origin",Thyroid disorders
thyroid_disorders,llt_name,Unspecified hypothyroidism,Thyroid disorders
acid_related,llt_name,Acid dyspepsia,Acid related disorders
acid_related,llt_name,Acid indigestion,Acid related disorders
acid_related,pt_name,Acid peptic disease,Acid related disorders
acid_related,llt_name,Acute duodenal ulcer,Acid related disorders
acid_related,llt_name,Acute duodenal ulcer with haemorrhage,Acid related disorders
acid_related,llt_name,Acute duodenal ulcer with haemorrhage and perforation,Acid related disorders
acid_related,llt_name,"Acute duodenal ulcer with haemorrhage, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute duodenal ulcer with hemorrhage,Acid related disorders
acid_related,llt_name,Acute duodenal ulcer with hemorrhage and perforation,Acid related disorders
acid_related,llt_name,"Acute duodenal ulcer with hemorrhage and perforation, with obstruction",Acid related disorders
acid_related,llt_name,"Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction",Acid related disorders
acid_related,llt_name,"Acute duodenal ulcer with hemorrhage, with obstruction",Acid related disorders
acid_related,llt_name,"Acute duodenal ulcer with hemorrhage, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute duodenal ulcer with perforation,Acid related disorders
acid_related,llt_name,"Acute duodenal ulcer with perforation, with obstruction",Acid related disorders
acid_related,llt_name,"Acute duodenal ulcer with perforation, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute duodenal ulcer without mention of haemorrhage or perforation,Acid related disorders
acid_related,llt_name,Acute duodenal ulcer without mention of hemorrhage or perforation,Acid related disorders
acid_related,llt_name,"Acute duodenal ulcer without mention of hemorrhage or perforation, with obstruction",Acid related disorders
acid_related,llt_name,"Acute duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute erosive duodenitis,Acid related disorders
acid_related,llt_name,Acute esophageal mucosal lesion,Acid related disorders
acid_related,llt_name,Acute gastric erosions,Acid related disorders
acid_related,llt_name,Acute gastric ulcer with haemorrhage,Acid related disorders
acid_related,llt_name,Acute gastric ulcer with haemorrhage and perforation,Acid related disorders
acid_related,llt_name,"Acute gastric ulcer with haemorrhage, with obstruction",Acid related disorders
acid_related,llt_name,"Acute gastric ulcer with haemorrhage, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute gastric ulcer with hemorrhage,Acid related disorders
acid_related,llt_name,Acute gastric ulcer with hemorrhage and perforation,Acid related disorders
acid_related,llt_name,"Acute gastric ulcer with hemorrhage and perforation,with obstruction",Acid related disorders
acid_related,llt_name,"Acute gastric ulcer with hemorrhage and perforation,without mention of obstruction",Acid related disorders
acid_related,llt_name,"Acute gastric ulcer with hemorrhage, with obstruction",Acid related disorders
acid_related,llt_name,"Acute gastric ulcer with hemorrhage, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute gastric ulcer with perforation,Acid related disorders
acid_related,llt_name,"Acute gastric ulcer with perforation, with obstruction",Acid related disorders
acid_related,llt_name,"Acute gastric ulcer with perforation, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute gastric ulcer without mention of haemorrhage or perforation,Acid related disorders
acid_related,llt_name,Acute gastric ulcer without mention of hemorrhage or perforation,Acid related disorders
acid_related,llt_name,"Acute gastric ulcer without mention of hemorrhage or perforation, with obstruction",Acid related disorders
acid_related,llt_name,"Acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute gastritis,Acid related disorders
acid_related,llt_name,"Acute gastritis, with haemorrhage",Acid related disorders
acid_related,llt_name,"Acute gastritis, with hemorrhage",Acid related disorders
acid_related,llt_name,"Acute gastritis, without mention of haemorrhage",Acid related disorders
acid_related,llt_name,"Acute gastritis, without mention of hemorrhage",Acid related disorders
acid_related,pt_name,Acute oesophageal mucosal lesion,Acid related disorders
acid_related,llt_name,Acute peptic ulcer of unspecified site with haemorrhage,Acid related disorders
acid_related,llt_name,Acute peptic ulcer of unspecified site with haemorrhage and perforation,Acid related disorders
acid_related,llt_name,Acute peptic ulcer of unspecified site with hemorrhage,Acid related disorders
acid_related,llt_name,Acute peptic ulcer of unspecified site with hemorrhage and perforation,Acid related disorders
acid_related,llt_name,"Acute peptic ulcer of unspecified site with hemorrhage and perforation, with obstruction",Acid related disorders
acid_related,llt_name,"Acute peptic ulcer of unspecified site with hemorrhage and perforation, without mention of obstructi",Acid related disorders
acid_related,llt_name,"Acute peptic ulcer of unspecified site with hemorrhage, with obstruction",Acid related disorders
acid_related,llt_name,"Acute peptic ulcer of unspecified site with hemorrhage, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute peptic ulcer of unspecified site with perforation,Acid related disorders
acid_related,llt_name,"Acute peptic ulcer of unspecified site with perforation, with obstruction",Acid related disorders
acid_related,llt_name,"Acute peptic ulcer of unspecified site with perforation, without mention of obstruction",Acid related disorders
acid_related,llt_name,Acute peptic ulcer of unspecified site without mention of haemorrhage and perforation,Acid related disorders
acid_related,llt_name,Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation,Acid related disorders
acid_related,llt_name,"Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation, with obstructi",Acid related disorders
acid_related,llt_name,"Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation, without mentio",Acid related disorders
acid_related,llt_name,Alcoholic gastritis,Acid related disorders
acid_related,llt_name,"Alcoholic gastritis, with haemorrhage",Acid related disorders
acid_related,llt_name,"Alcoholic gastritis, with hemorrhage",Acid related disorders
acid_related,llt_name,"Alcoholic gastritis, without mention of haemorrhage",Acid related disorders
acid_related,llt_name,"Alcoholic gastritis, without mention of hemorrhage",Acid related disorders
acid_related,llt_name,Antral gastritis,Acid related disorders
acid_related,llt_name,Antral ulcer,Acid related disorders
acid_related,pt_name,Appendicitis perforated,Acid related disorders
acid_related,llt_name,Appendicitis purulent perforated,Acid related disorders
acid_related,llt_name,Atrophic gastritis,Acid related disorders
acid_related,llt_name,"Atrophic gastritis, with haemorrhage",Acid related disorders
acid_related,llt_name,"Atrophic gastritis, with hemorrhage",Acid related disorders
