llt_code,pt_name
10047924,Wheezing
10047925,Wheezing
10047926,Wheezing
10047927,Wheezing
10047928,Bronchitis
10047929,Post-traumatic neck syndrome
10047930,Post-traumatic neck syndrome
10047931,Whipple's disease
10047932,Pancreaticoduodenectomy
10047933,Whipple's disease
10047934,Trichuriasis
10047935,White blood cell disorder
10047937,White blood cell agglutination present
10047939,White blood cell count
10047940,White blood cell count abnormal
10047941,White blood cell count abnormal
10047942,White blood cell count decreased
10047943,White blood cell count increased
10047944,White blood cell count normal
10047945,CSF white blood cell count
10047946,CSF white blood cell count positive
10047947,CSF white blood cell count increased
10047948,CSF white blood cell count negative
10047949,CSF white blood cell count negative
10047950,CSF white blood cell count positive
10047951,White blood cells semen positive
10047952,White blood cells semen negative
10047953,White blood cell disorder
10047955,White blood cell count
10047956,White blood cells semen
10047957,White blood cells semen positive
10047958,White blood cells semen positive
10047959,White blood cells semen negative
10047960,White blood cells semen positive
10047961,White blood cells stool
10047962,White blood cells stool negative
10047963,White blood cells stool positive
10047964,White blood cells urine positive
10047965,White blood cells urine negative
10047966,White blood cells urine negative
10047967,White blood cells urine positive
10047968,White blood cell count
10047969,Mechanical urticaria
10047970,Papule
10047971,Morphoea
10047972,Acne
10047973,Transfusion
10047974,Pertussis
10047975,Pertussis
10047976,Pertussis
10047977,Pertussis
10047978,Pertussis
10047979,Congenital melanosis
10047980,Lichen planus
10047981,Skin neoplasm excision
10047982,Gait disturbance
10047983,Rash generalised
10047984,Rash generalised
10047985,Nephroblastoma
10047986,Nephroblastoma
10047987,Nephroblastoma
10047988,Hepato-lenticular degeneration
10047989,Flatulence
10047990,Eczema asteatotic
10047991,Wisdom teeth removal
10047992,Wiskott-Aldrich syndrome
10047993,Spina bifida
10047994,Spina bifida
10047995,Spina bifida
10047996,Spina bifida
10047997,Withdrawal arrhythmia
10047998,Withdrawal bleed
10047999,Withdrawal bleed
10048000,Abnormal withdrawal bleeding
10048001,Drug withdrawal convulsions
10048002,Emotional poverty
10048003,Drug withdrawal convulsions
10048004,Drug withdrawal convulsions
10048005,Social avoidant behaviour
10048006,Drug withdrawal headache
10048007,Withdrawal hypertension
10048008,Withdrawal syndrome
10048009,Drug withdrawal convulsions
10048010,Withdrawal syndrome
10048011,Steroid withdrawal syndrome
10048012,Drug withdrawal syndrome neonatal
10048013,Social avoidant behaviour
10048014,Social avoidant behaviour
10048015,Wolff-Parkinson-White syndrome
10048016,Alveolitis allergic
10048017,Hair disorder
10048018,Dizziness
10048019,Dizziness
10048020,Disorganised speech
10048021,Occupational problem environmental
10048022,Job dissatisfaction
10048023,Overwork
10048024,Fatigue
10048025,Anxiety
10048026,Hypoacusis
10048027,Diabetes mellitus
10048028,Oesophagitis
10048029,Tinnitus
10048030,Debridement
10048031,Wound dehiscence
10048032,Debridement
10048033,Wound secretion
10048034,Wound treatment
10048035,Wound treatment
10048036,Impaired healing
10048037,Impaired healing
10048038,Wound infection
10048039,Wound infection
10048040,Wound dehiscence
10048041,Wolff-Parkinson-White syndrome
10048042,Skin wrinkling
10048043,Skin wrinkling
10048044,Arthrodesis
10048045,Wrist deformity
10048046,Radial nerve palsy
10048047,Radial nerve palsy
10048048,Joint effusion
10048049,Wrist fracture
10048050,Osteoarthritis
10048051,Ligament sprain
10048052,Ligament sprain
10048053,Dysgraphia
10048054,Incorrect dose administered
10048055,Wrong drug administered
10048056,Wrong patient received medication
10048057,Incorrect route of drug administration
10048058,Torticollis
10048059,Torticollis
10048060,Weight increased
10048061,Weight decreased
10048062,Filariasis
10048063,Ichthyosis
10048064,X-ray
10048065,X-ray abnormal
10048066,X-ray limb
10048067,X-ray normal
10048068,X-ray
10048069,X-ray abnormal
10048070,Chest X-ray
10048071,Chest X-ray abnormal
10048072,Chest X-ray normal
10048073,Face and mouth X-ray
10048074,Face and mouth X-ray abnormal
10048075,Face and mouth X-ray normal
10048076,Female genital organs X-ray
10048077,Female genital organs X-ray abnormal
10048078,Female genital organs X-ray normal
10048079,X-ray gastrointestinal tract
10048080,X-ray gastrointestinal tract abnormal
10048081,X-ray gastrointestinal tract normal
10048082,X-ray limb
10048083,X-ray limb abnormal
10048084,X-ray limb normal
10048085,X-ray gastrointestinal tract
10048086,X-ray gastrointestinal tract abnormal
10048087,X-ray gastrointestinal tract normal
10048088,X-ray limb
10048089,X-ray limb abnormal
10048090,X-ray limb normal
10048091,X-ray normal
10048092,X-ray of pelvis and hip
10048093,X-ray of pelvis and hip abnormal
10048094,X-ray of pelvis and hip normal
10048095,Skull X-ray
10048096,Skull X-ray abnormal
10048097,Skull X-ray normal
10048098,Spinal X-ray
10048099,Spinal X-ray abnormal
10048100,Spinal X-ray normal
10048101,X-ray gastrointestinal tract
10048102,X-ray gastrointestinal tract abnormal
10048103,X-ray gastrointestinal tract normal
10048104,X-ray limb
10048105,X-ray limb abnormal
10048106,X-ray limb normal
10048107,Urinary system X-ray
10048108,Urinary system x-ray abnormal
10048109,Urinary system x-ray normal
10048110,X-ray limb
10048111,X-ray limb abnormal
10048112,X-ray limb normal
10048113,Spinal X-ray
10048114,Spinal X-ray abnormal
10048115,Spinal X-ray normal
10048116,X-ray limb
10048117,X-ray limb abnormal
10048118,X-ray limb normal
10048119,Female genital organs X-ray
10048120,Female genital organs X-ray abnormal
10048121,Female genital organs X-ray normal
10048122,X-ray limb abnormal
10048123,X-ray limb normal
10048124,Skull X-ray
10048125,Skull X-ray abnormal
10048126,Skull X-ray normal
10048127,Female genital organs X-ray
10048128,Female genital organs X-ray abnormal
10048129,Female genital organs X-ray normal
10048130,Urinary system X-ray
10048131,Face and mouth X-ray
10048132,Face and mouth X-ray abnormal
10048133,Face and mouth X-ray normal
10048134,X-ray limb
10048135,X-ray gastrointestinal tract
10048136,X-ray gastrointestinal tract abnormal
10048137,X-ray gastrointestinal tract normal
10048138,Face and mouth X-ray
10048139,Face and mouth X-ray abnormal
10048140,Face and mouth X-ray normal
10048141,Face and mouth X-ray
10048142,Face and mouth X-ray abnormal
10048143,Face and mouth X-ray normal
10048144,Face and mouth X-ray
10048145,Face and mouth X-ray abnormal
10048146,Face and mouth X-ray normal
10048147,Face and mouth X-ray
10048148,Face and mouth X-ray abnormal
10048149,Face and mouth X-ray normal
10048150,Face and mouth X-ray
10048151,Face and mouth X-ray abnormal
10048152,Face and mouth X-ray normal
10048153,Face and mouth X-ray
10048154,Face and mouth X-ray abnormal
10048155,Face and mouth X-ray normal
10048156,Face and mouth X-ray
10048157,Face and mouth X-ray abnormal
10048158,Face and mouth X-ray normal
10048159,X-ray of pelvis and hip
10048160,X-ray of pelvis and hip abnormal
10048161,X-ray of pelvis and hip normal
10048162,Face and mouth X-ray
10048163,Face and mouth X-ray abnormal
10048164,Face and mouth X-ray normal
10048165,X-ray limb
10048166,X-ray limb abnormal
10048167,X-ray limb normal
10048168,Skull X-ray
10048169,Skull X-ray abnormal
10048170,Skull X-ray normal
10048171,Face and mouth X-ray
10048172,Face and mouth X-ray abnormal
10048173,Face and mouth X-ray normal
10048174,Face and mouth X-ray
10048175,Face and mouth X-ray abnormal
10048176,Face and mouth X-ray normal
10048177,X-ray limb
10048178,X-ray limb abnormal
10048179,X-ray limb normal
10048180,Spinal X-ray
10048181,Spinal X-ray abnormal
10048182,Spinal X-ray normal
10048183,X-ray gastrointestinal tract
10048184,X-ray gastrointestinal tract abnormal
10048185,X-ray gastrointestinal tract normal
10048186,Skeletal survey
10048187,Skeletal survey abnormal
10048188,Skeletal survey normal
10048189,X-ray limb
10048190,X-ray limb abnormal
10048191,X-ray limb normal
10048192,Face and mouth X-ray
10048193,Face and mouth X-ray abnormal
10048194,Face and mouth X-ray normal
10048195,X-ray treatment
10048196,X-ray therapy to bladder
10048197,X-ray therapy to bone
10048198,X-ray therapy to brain
10048199,X-ray therapy to breast
10048200,X-ray therapy to colon
10048201,"X-ray therapy to ear, nose, or throat"
10048202,X-ray therapy to lung
10048203,X-ray therapy to pancreas
10048204,X-ray therapy to pleura
10048205,X-ray therapy to prostate
10048206,X-ray therapy to skin
10048207,X-ray therapy to thyroid
10048208,X-ray therapy to uterus
10048209,X-ray treatment
10048210,X-ray with contrast upper gastrointestinal tract
10048211,Xanthelasma
10048212,Xanthelasma
10048213,Xanthochromia
10048214,Xanthoma
10048215,Xanthomatosis
10048216,Xanthopsia
10048217,Skin graft
10048218,Xeroderma
10048219,Xeroderma
10048220,Xeroderma pigmentosum
10048221,Xerophthalmia
10048222,Xerosis
10048223,Dry mouth
10048224,XIIth nerve injury
10048225,XIth nerve injury
10048226,Turner's syndrome
10048227,Turner's syndrome
10048228,XXXY syndrome
10048229,Klinefelter's syndrome
10048230,XXYY syndrome
10048231,Yawning
10048232,Yawning
10048233,Yawning
10048234,Yaws
10048235,Yaws of bone
10048236,Yaws of skin
10048237,Yaws
10048238,Vulvovaginal mycotic infection
10048239,Yellow nail syndrome
10048240,Yellow fever
10048242,Yellow fever
10048243,Yellow fever
10048244,Yellow nail syndrome
10048245,Yellow skin
10048246,Sebaceous gland disorder
10048247,Gastroenteritis yersinia
10048248,Gastroenteritis yersinia
10048250,Plague
10048251,Yolk sac tumour site unspecified
10048252,Brachytherapy
10048253,Gastrinoma
10048254,Nail operation
10048255,Zieve syndrome
10048256,Blood zinc
10048257,Blood zinc abnormal
10048258,Blood zinc decreased
10048259,Zinc deficiency
10048261,Blood zinc increased
10048262,Blood zinc increased
10048263,Blood zinc decreased
10048264,Blood zinc normal
10048265,Zinc sulphate turbidity abnormal
10048266,Zinc sulphate turbidity decreased
10048267,Zinc sulphate turbidity increased
10048268,Zinc sulphate turbidity normal
10048269,Zinc sulphate turbidity abnormal
10048270,Zinc sulphate turbidity abnormal
10048271,Zinc sulphate turbidity decreased
10048272,Zinc sulphate turbidity increased
10048273,Zinc sulphate turbidity normal
10048274,Blood zinc
10048275,Blood zinc abnormal
10048276,Blood zinc increased
10048277,Blood zinc decreased
10048278,Blood zinc normal
10048279,Blood zinc
10048280,Blood zinc decreased
10048281,Gastrinoma
10048282,Zoonosis
10048283,Zoonotic bacterial infection
10048284,Zoonosis
10048285,Paraphilia
10048286,Fractured zygomatic arch elevation
10048287,Head deformity
10048288,Head deformity
10048289,Mucormycosis
10048290,Mucormycosis
10048291,Leukaemia
10048292,Leukaemia
10048293,Leukaemia
10048294,Mental status changes
10048295,Vitamin supplementation
10048296,Dental caries
10048297,Dental caries
10048298,Dental caries
10048299,Pneumoperitoneum
10048300,Paraneoplastic syndrome
10048301,Stent placement
10048302,Tubulointerstitial nephritis
10048303,Urine cannabinoids increased
10048304,Urine cannabinoids decreased
10048305,Congenital anomaly
10048306,Dermatitis exfoliative
10048307,Nail growth abnormal
10048308,Pruritus
10048309,Anal pruritus
10048310,Rash erythematous
10048311,Vitiligo
10048312,Auditory meatus external erosion
10048313,Arthropathy
10048314,Joint effusion
10048315,Muscle spasms
10048316,Dystonia
10048317,Myalgia
10048318,Torticollis
10048319,Vasculitis gastrointestinal
10048320,Ataxia
10048321,Confusional state
10048322,Narcolepsy
10048323,Cataplexy
10048324,Dizziness
10048325,Extrapyramidal disorder
10048326,Attention deficit/hyperactivity disorder
10048327,Supranuclear palsy
10048328,Dysphemia
10048329,Tremor
10048330,Enuresis
10048331,Angioedema
10048332,Rash
10048333,Hemiparesis
10048334,Mobility decreased
10048335,Urinary incontinence
10048336,Panic reaction
10048337,Restlessness
10048338,Amnesia
10048339,Anxiety
10048340,Erectile dysfunction
10048341,Obsessive-compulsive disorder
10048342,Phobia
10048343,Psychotic disorder
10048344,Sedation
10048345,Mental disorder
10048346,Constipation
10048347,Flushing
10048348,Hypotension
10048349,Orthostatic hypotension
10048350,Dry mouth
10048351,Palpitations
10048352,Syncope
10048353,Tachycardia
10048354,Glaucoma
10048355,Intraocular pressure increased
10048356,Vomiting
10048357,Myopia
10048358,Abdominal pain
10048359,Dysphagia
10048360,Gastritis
10048361,Gastritis haemorrhagic
10048362,Supraventricular tachycardia
10048363,Haemorrhoids
10048364,Nausea
10048365,Pancreatitis
10048366,Mouth ulceration
10048367,Gynaecomastia
10048368,Hepatic function abnormal
10048369,Liver disorder
10048370,Hepatitis
10048371,Glycosuria
10048372,Hypercalcaemia
10048373,Hypercholesterolaemia
10048374,Hypoglycaemia
10048375,Hyponatraemia
10048376,Oedema
10048377,Cardiomyopathy acute
10048378,Coronary artery disease
10048379,Haemorrhage
10048380,Aneurysm ruptured
10048381,Cough
10048382,Pneumonia
10048383,Pulmonary hypertension
10048384,Oedema peripheral
10048385,Bronchopulmonary aspergillosis
10048386,Congenital flaccid paralysis
10048387,Ichthyosis
10048388,Diverticulitis
10048389,Gingivitis
10048390,Meniere's disease
10048391,Muscular weakness
10048392,Neuroleptic malignant syndrome
10048393,Multiple sclerosis relapse
10048394,Hypoacusis
10048395,Cellulitis
10048396,Bone marrow transplant rejection
10048397,Endometrial stromal sarcoma
10048398,Ankylosing spondylitis
10048399,Myotonia
10048400,Pre-eclampsia
10048401,Dysuria
10048402,Haematuria
10048403,Micturition disorder
10048404,Pollakiuria
10048405,Urethral pain
10048406,Breast cancer
10048407,Ruptured ectopic pregnancy
10048408,Vulvovaginitis
10048409,Brain malformation
10048410,Cataract congenital
10048411,Dandy-Walker syndrome
10048412,Back pain
10048413,Chest pain
10048414,Chest discomfort
10048415,Fatigue
10048416,Vaccine associated paralytic poliomyelitis
10048417,Uterine leiomyoma
10048418,Herpes simplex
10048419,Granuloma annulare
10048420,Priapism
10048421,Mitral valve incompetence
10048422,Dry eye
10048423,Anogenital warts
10048424,Tourette's disorder
10048425,Demyelination
10048426,Talipes
10048427,Alcohol intolerance
10048428,Anal abscess
10048429,Pulmonary oedema
10048430,Croup infectious
10048431,Haemolysis
10048432,Pancytopenia
10048433,Proteinuria
10048434,Malignant melanoma
10048435,Tourette's disorder
10048436,Prealbumin decreased
10048437,Anti-thyroid antibody
10048438,Huntington's disease
10048439,Fibromyalgia
10048440,HIV infection CDC category A
10048441,HIV infection CDC category B
10048442,HIV infection CDC category C
10048443,HIV infection CDC category A
10048444,HIV infection CDC category B
10048445,HIV infection CDC category C
10048446,HIV infection CDC category A
10048447,HIV infection CDC category B
10048448,HIV infection CDC category C
10048449,Phlebitis
10048450,Eosinophilic fasciitis
10048451,Surgery
10048452,Post procedural inflammation
10048453,Blood thyroid stimulating hormone increased
